no_space,sci_name,year,pounds_caught
unspecifiedrockfish,NA,2014,95
unspecifiedrockfish,NA,2015,203
unspecifiedrockfish,NA,2016,275
unspecifiedrockfish,NA,2017,334
unspecifiedrockfish,NA,2018,126
unspecifiedscallop,NA,2001,32
unspecifiedseacucumber,NA,2000,545646
unspecifiedseacucumber,NA,2001,537647
unspecifiedseacucumber,NA,2002,773401
unspecifiedseacucumber,NA,2005,3777
unspecifiedseacucumber,NA,2006,3699
unspecifiedseacucumber,NA,2007,10908
unspecifiedseacucumber,NA,2008,1329
unspecifiedseacucumber,NA,2010,8531
unspecifiedseacucumber,NA,2011,13410
unspecifiedseacucumber,NA,2012,10678
unspecifiedseacucumber,NA,2013,1102
unspecifiedseacucumber,NA,2014,1291
unspecifiedseacucumber,NA,2015,1685
unspecifiedseacucumber,NA,2016,4922
unspecifiedseacucumber,NA,2017,674
unspecifiedshark,NA,2000,263
unspecifiedshark,NA,2001,286
unspecifiedshark,NA,2002,220
unspecifiedshark,NA,2003,348
unspecifiedshark,NA,2004,100
unspecifiedshark,NA,2005,182
unspecifiedshark,NA,2006,83
unspecifiedshark,NA,2007,206
unspecifiedshark,NA,2008,13
unspecifiedshark,NA,2009,21
unspecifiedshark,NA,2010,162
unspecifiedshark,NA,2011,577
unspecifiedshark,NA,2012,202
unspecifiedshark,NA,2013,66
unspecifiedshark,NA,2014,702
unspecifiedshark,NA,2015,817
unspecifiedshark,NA,2016,3232
unspecifiedshark,NA,2017,4337
unspecifiedshark,NA,2018,1954
unspecifiedshrimp,NA,2001,657
unspecifiedshrimp,NA,2002,100
unspecifiedshrimp,NA,2004,145
unspecifiedshrimp,NA,2006,36
unspecifiedshrimp,NA,2010,30
unspecifiedshrimp,NA,2013,15
unspecifiedshrimp,NA,2014,20
unspecifiedshrimp,NA,2015,560
unspecifiedshrimp,NA,2016,2590
unspecifiedshrimp,NA,2017,1098
unspecifiedshrimp,NA,2018,253
unspecifiedskate,NA,2000,1869
unspecifiedskate,NA,2001,6274
unspecifiedskate,NA,2002,2646
unspecifiedskate,NA,2003,178
unspecifiedskate,NA,2004,568
unspecifiedskate,NA,2005,509
unspecifiedskate,NA,2006,1322
unspecifiedskate,NA,2007,1507
unspecifiedskate,NA,2008,2584
unspecifiedskate,NA,2009,4210
unspecifiedskate,NA,2010,3446
unspecifiedskate,NA,2011,3548
unspecifiedskate,NA,2012,2704
unspecifiedskate,NA,2013,1557
unspecifiedskate,NA,2014,5077
unspecifiedskate,NA,2015,7053
unspecifiedskate,NA,2016,3936
unspecifiedskate,NA,2017,4273
unspecifiedskate,NA,2018,5725
unspecifiedsole,NA,2000,14107
unspecifiedsole,NA,2001,15973
unspecifiedsole,NA,2002,10614
unspecifiedsole,NA,2003,6613
unspecifiedsole,NA,2004,6217
unspecifiedsole,NA,2005,2088
unspecifiedsole,NA,2006,20318
unspecifiedsole,NA,2007,36854
unspecifiedsole,NA,2008,20266
unspecifiedsole,NA,2009,17793
unspecifiedsole,NA,2010,5825
unspecifiedsole,NA,2011,8921
unspecifiedsole,NA,2012,16046
unspecifiedsole,NA,2013,5310
unspecifiedsole,NA,2014,17200
unspecifiedsole,NA,2015,37580
unspecifiedsole,NA,2016,19216
unspecifiedsole,NA,2017,1984
unspecifiedsole,NA,2018,4609
unspecifiedsurfperch,NA,2000,105
unspecifiedsurfperch,NA,2001,5
unspecifiedsurfperch,NA,2002,15
unspecifiedsurfperch,NA,2003,1358
unspecifiedsurfperch,NA,2004,1785
unspecifiedsurfperch,NA,2005,756
unspecifiedsurfperch,NA,2006,606
unspecifiedsurfperch,NA,2007,290
unspecifiedsurfperch,NA,2008,55
unspecifiedsurfperch,NA,2009,59
unspecifiedsurfperch,NA,2010,201
unspecifiedsurfperch,NA,2011,159
unspecifiedsurfperch,NA,2012,57
unspecifiedsurfperch,NA,2013,464
unspecifiedsurfperch,NA,2014,68
unspecifiedtrawledfish,NA,2010,832
unspecifiedtrawledfish,NA,2016,15
unspecifiedtrawledfish,NA,2017,58
unspecifiedtuna,NA,2000,12
unspecifiedtuna,NA,2002,523
unspecifiedtuna,NA,2007,13
unspecifiedtuna,NA,2008,684
vermilionrockfish,sebastes miniatus,2000,733
vermilionrockfish,sebastes miniatus,2001,668
vermilionrockfish,sebastes miniatus,2002,1130
vermilionrockfish,sebastes miniatus,2003,325
vermilionrockfish,sebastes miniatus,2004,5571
vermilionrockfish,sebastes miniatus,2005,7225
vermilionrockfish,sebastes miniatus,2006,6710
vermilionrockfish,sebastes miniatus,2007,5116
vermilionrockfish,sebastes miniatus,2008,7005
vermilionrockfish,sebastes miniatus,2009,10841
vermilionrockfish,sebastes miniatus,2010,12500
vermilionrockfish,sebastes miniatus,2011,16182
vermilionrockfish,sebastes miniatus,2012,15486
vermilionrockfish,sebastes miniatus,2013,14657
vermilionrockfish,sebastes miniatus,2014,16218
vermilionrockfish,sebastes miniatus,2015,24569
vermilionrockfish,sebastes miniatus,2016,24529
vermilionrockfish,sebastes miniatus,2017,63685
vermilionrockfish,sebastes miniatus,2018,71411
wahoo,acanthocybium solandri,2000,27
wahoo,acanthocybium solandri,2002,50
wahoo,acanthocybium solandri,2003,85
wahoo,acanthocybium solandri,2005,60
wahoo,acanthocybium solandri,2006,1976
wahoo,acanthocybium solandri,2007,791
wahoo,acanthocybium solandri,2008,574
wahoo,acanthocybium solandri,2009,2886
wahoo,acanthocybium solandri,2010,1411
wahoo,acanthocybium solandri,2011,422
wahoo,acanthocybium solandri,2012,1645
wahoo,acanthocybium solandri,2013,4758
wahoo,acanthocybium solandri,2014,3529
wahoo,acanthocybium solandri,2015,6186
wahoo,acanthocybium solandri,2016,3230
wahoo,acanthocybium solandri,2017,1415
walleyesurfperch,hyperprosopon argenteum,2008,1
wartyseacucumber,NA,2003,340194
wartyseacucumber,NA,2004,174947
wartyseacucumber,NA,2005,228343
wartyseacucumber,NA,2006,171236
wartyseacucumber,NA,2007,201492
wartyseacucumber,NA,2008,345853
wartyseacucumber,NA,2009,216961
wartyseacucumber,NA,2010,246879
wartyseacucumber,NA,2011,340833
wartyseacucumber,NA,2012,122423
wartyseacucumber,NA,2013,131890
wartyseacucumber,NA,2014,126599
wartyseacucumber,NA,2015,98586
wartyseacucumber,NA,2016,47685
wartyseacucumber,NA,2017,69592
wartyseacucumber,NA,2018,48317
whitecroaker,genyonemus lineatus,2000,25924
whitecroaker,genyonemus lineatus,2001,35507
whitecroaker,genyonemus lineatus,2002,14446
whitecroaker,genyonemus lineatus,2003,22730
whitecroaker,genyonemus lineatus,2004,5156
whitecroaker,genyonemus lineatus,2005,10497
whitecroaker,genyonemus lineatus,2006,33614
whitecroaker,genyonemus lineatus,2007,25556
whitecroaker,genyonemus lineatus,2008,32979
whitecroaker,genyonemus lineatus,2009,42720
whitecroaker,genyonemus lineatus,2010,3193
whitecroaker,genyonemus lineatus,2011,4675
whitecroaker,genyonemus lineatus,2012,4552
whitecroaker,genyonemus lineatus,2013,2797
whitecroaker,genyonemus lineatus,2014,7075
whitecroaker,genyonemus lineatus,2015,5013
whitecroaker,genyonemus lineatus,2016,17496
whitecroaker,genyonemus lineatus,2017,28170
whitecroaker,genyonemus lineatus,2018,36150
whiteseabass,atractoscion nobilis,2000,69547
whiteseabass,atractoscion nobilis,2001,72042
whiteseabass,atractoscion nobilis,2002,172474
whiteseabass,atractoscion nobilis,2003,171496
whiteseabass,atractoscion nobilis,2004,173463
whiteseabass,atractoscion nobilis,2005,138276
whiteseabass,atractoscion nobilis,2006,183848
whiteseabass,atractoscion nobilis,2007,275359
whiteseabass,atractoscion nobilis,2008,498760
whiteseabass,atractoscion nobilis,2009,283572
whiteseabass,atractoscion nobilis,2010,275969
whiteseabass,atractoscion nobilis,2011,270273
whiteseabass,atractoscion nobilis,2012,207025
whiteseabass,atractoscion nobilis,2013,198351
whiteseabass,atractoscion nobilis,2014,184659
whiteseabass,atractoscion nobilis,2015,137999
whiteseabass,atractoscion nobilis,2016,122477
whiteseabass,atractoscion nobilis,2017,122079
whiteseabass,atractoscion nobilis,2018,97011
whiteshark,carcharodon carcharias,2000,149
whiteshark,carcharodon carcharias,2001,86
whiteshark,carcharodon carcharias,2005,60
whiteshark,carcharodon carcharias,2006,411
whiteshark,carcharodon carcharias,2007,568
whiteshark,carcharodon carcharias,2008,128
whiteshark,carcharodon carcharias,2009,1119
whiteshark,carcharodon carcharias,2010,145
whiteshark,carcharodon carcharias,2012,332
whiteshark,carcharodon carcharias,2014,131
whiteshark,carcharodon carcharias,2017,130
whiteshark,carcharodon carcharias,2018,350
whitesurfperch,NA,2008,2
widowrockfish,sebastes entomelas,2000,87
widowrockfish,sebastes entomelas,2001,1
widowrockfish,sebastes entomelas,2002,32
widowrockfish,sebastes entomelas,2003,130
widowrockfish,sebastes entomelas,2004,167
widowrockfish,sebastes entomelas,2005,59
widowrockfish,sebastes entomelas,2006,256
widowrockfish,sebastes entomelas,2007,37
widowrockfish,sebastes entomelas,2008,134
widowrockfish,sebastes entomelas,2009,626
widowrockfish,sebastes entomelas,2010,39
widowrockfish,sebastes entomelas,2011,12
widowrockfish,sebastes entomelas,2012,19
widowrockfish,sebastes entomelas,2013,256
widowrockfish,sebastes entomelas,2014,1094
widowrockfish,sebastes entomelas,2015,401
widowrockfish,sebastes entomelas,2016,183
widowrockfish,sebastes entomelas,2017,89
widowrockfish,sebastes entomelas,2018,205
wolf(wolf-eel)eel,NA,2011,671
worms,NA,2006,NA
worms,NA,2007,NA
worms,NA,2010,NA
worms,NA,2013,NA
worms,NA,2015,NA
yellowfingoby,acanthogobius flavimanus,2007,862
yellowfingoby,acanthogobius flavimanus,2017,27
yellowfintuna,thunnus albacares,2000,667
yellowfintuna,thunnus albacares,2001,1642
yellowfintuna,thunnus albacares,2003,244
yellowfintuna,thunnus albacares,2004,459
yellowfintuna,thunnus albacares,2005,728
yellowfintuna,thunnus albacares,2006,36372
yellowfintuna,thunnus albacares,2007,9423
yellowfintuna,thunnus albacares,2008,4048
yellowfintuna,thunnus albacares,2009,47013
yellowfintuna,thunnus albacares,2010,1171
yellowfintuna,thunnus albacares,2012,4
yellowfintuna,thunnus albacares,2013,7095
yellowfintuna,thunnus albacares,2014,2246
yellowfintuna,thunnus albacares,2015,14308
yellowfintuna,thunnus albacares,2016,19321
yellowfintuna,thunnus albacares,2017,5088
yellowrockcrab,NA,2000,1338
yellowrockcrab,NA,2001,153
yellowrockcrab,NA,2002,6
yellowrockcrab,NA,2003,420
yellowrockcrab,NA,2004,21
yellowrockcrab,NA,2007,192986
yellowrockcrab,NA,2008,248759
yellowrockcrab,NA,2009,291247
yellowrockcrab,NA,2010,416533
yellowrockcrab,NA,2011,542869
yellowrockcrab,NA,2012,386729
yellowrockcrab,NA,2013,347908
yellowrockcrab,NA,2014,390421
yellowrockcrab,NA,2015,274395
yellowrockcrab,NA,2016,167501
yellowrockcrab,NA,2017,251959
yellowrockcrab,NA,2018,449304
yellowtail,arenicola marina,2000,6637
yellowtail,arenicola marina,2001,1877
yellowtail,arenicola marina,2002,10608
yellowtail,arenicola marina,2003,3129
yellowtail,arenicola marina,2004,3232
yellowtail,arenicola marina,2005,3022
yellowtail,arenicola marina,2006,2289
yellowtail,arenicola marina,2007,3572
yellowtail,arenicola marina,2008,836
yellowtail,arenicola marina,2009,824
yellowtail,arenicola marina,2010,6083
yellowtail,arenicola marina,2011,647
yellowtail,arenicola marina,2012,4335
yellowtail,arenicola marina,2013,4589
yellowtail,arenicola marina,2014,9062
yellowtail,arenicola marina,2015,33617
yellowtail,arenicola marina,2016,17278
yellowtail,arenicola marina,2017,48287
yellowtail,arenicola marina,2018,12568
yellowtailrockfish,sebastes flavidus,2000,63
yellowtailrockfish,sebastes flavidus,2002,70
yellowtailrockfish,sebastes flavidus,2004,236
yellowtailrockfish,sebastes flavidus,2006,184
yellowtailrockfish,sebastes flavidus,2007,60
yellowtailrockfish,sebastes flavidus,2008,347
yellowtailrockfish,sebastes flavidus,2009,209
yellowtailrockfish,sebastes flavidus,2010,929
yellowtailrockfish,sebastes flavidus,2011,476
yellowtailrockfish,sebastes flavidus,2012,19
yellowtailrockfish,sebastes flavidus,2013,302
yellowtailrockfish,sebastes flavidus,2014,509
yellowtailrockfish,sebastes flavidus,2015,520
yellowtailrockfish,sebastes flavidus,2016,588
yellowtailrockfish,sebastes flavidus,2017,1277
yellowtailrockfish,sebastes flavidus,2018,2137
